id,text,english_text,url
transcript_551-2,روز بهِ خِیر. مَن هَم تِهرانی، مُعَلِمَش هستم.,"Good day. I'm Tehrani, her teacher.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_551/2.mp3
transcript_551-3,از دیدَنِ شُما خُوشوَقتمَ.,It's a pleasure to meet you.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_551/3.mp3
transcript_551-4,مَن هَم هَمینطُور.,It's a pleasure to meet you too.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_551/4.mp3
transcript_551-1,rooz bekheyr. esm-e man mahmoodi-ye. man maadar-e saaraa hastam.,Good day. My name is Mahmoodi. I'm Sara's mother.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_551/1.mp3
transcript_551-2,"rooz bekheyr. man ham tehraani, mo'allem-esh hastam.","Good day. I'm Tehrani, her teacher.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_551/2.mp3
transcript_551-3,az didan-e shomaa khoshvaqtam.,It's a pleasure to meet you.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_551/3.mp3
transcript_551-4,man ham hamintor.,It's a pleasure to meet you too.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_551/4.mp3
963428,روز,day,https://d1pra95f92lrn3.cloudfront.net/audio/963428.mp3
vocabulary-sample-6949,در تمام طول روز,all day long,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/6949.mp3
vocabulary-sample-3447,امروز چه روزی است؟,What day is it today?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3447.mp3
vocabulary-sample-1434,روزها چکار می‌کنید؟,What do you do during the day?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1434.mp3
vocabulary-2595,به خیر,good,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2595.mp3
vocabulary-sample-2097,شبتان به خیر.,Good Night.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2097.mp3
vocabulary-2191,اسم,name,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2191.mp3
vocabulary-sample-1786,او گفت اسمش علی است.,He said his name is Ali.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1786.mp3
vocabulary-2596,مادر,mother,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2596.mp3
vocabulary-2597,معلمش,her teacher,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2597.mp3
vocabulary-sample-2099,معلمش فرد مهربانی است.,Her teacher is a kind person.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2099.mp3
vocabulary-2193,بودن,to be,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2193.mp3
vocabulary-sample-1789,اون یک کتابه.,That is a book.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1789.mp3
vocabulary-sample-1558,خانه‌ی ما همین نزدیک هاست.,Our house is nearby.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1558.mp3
vocabulary-2598,از دیدن شما خوشوقتم,Nice to meet you.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2598.mp3
vocabulary-sample-2100,از دیدن شما خوشوقتم، آقا.,"It’s a pleasure to meet you, sir.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2100.mp3
vocabulary-2231,من هم همینطور,me too,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2231.mp3
vocabulary-sample-1823,علی:من گرسنه هستم.  زهرا: من هم همین طور.,Ali: I'm hungry. Zahra: Me too.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1823.mp3
transcript_552-2,کیه؟,Who is it?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/2.mp3
transcript_552-3,پستچی. یک بسته دارید.,It’s the postman. You have a package.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/3.mp3
transcript_552-4,متشکرم.,Thank you.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/4.mp3
transcript_552-5,بفرمایید.,Here you are.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/5.mp3
transcript_552-6,خیلی ممنون.,Thank you very much.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/6.mp3
transcript_552-7,خواهش می کنم.,You're welcome.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/7.mp3
transcript_552-2,کیهِ؟,Who is it?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/2.mp3
transcript_552-3,پُستچی. یِک بَستِه دارید.,It’s the postman. You have a package.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/3.mp3
transcript_552-4,مُتشَکِرَم.,Thank you.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/4.mp3
transcript_552-5,بِفَرمایید.,Here you are.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/5.mp3
transcript_552-6,خِیلی مَمنون.,Thank you very much.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/6.mp3
transcript_552-7,خواهِش می کُنمَ.,You're welcome.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/7.mp3
transcript_552-2,kie?,Who is it?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/2.mp3
transcript_552-3,postchi. yek baste daarid.,It’s the postman. You have a package.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/3.mp3
transcript_552-4,motshakkeram.,Thank you.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/4.mp3
transcript_552-5,befarmaayid.,Here you are.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/5.mp3
transcript_552-6,kheyli mamnoon.,Thank you very much.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/6.mp3
transcript_552-7,khaahesh mikonam.,You're welcome.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_552/7.mp3
vocabulary-2600,پستچی,postman,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2600.mp3
vocabulary-sample-2103,پستچی برایم نامه آورد.,The postman brought a letter for me.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2103.mp3
vocabulary-2601,داشتن,to have,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2601.mp3
vocabulary-sample-3592,دیشب میهمان داشتم.,Last night I had a guest.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3592.mp3
vocabulary-sample-3007,من دو برادر و یک خواهر دارم.,I have two brothers and one sister.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3007.mp3
vocabulary-sample-2104,دیشب مهمان داشتم.,Last night I had a guest.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2104.mp3
845595,بسته,package,https://d1pra95f92lrn3.cloudfront.net/audio/845595.mp3
vocabulary-sample-1604,بسته را گذاشتم در اتاق.,I put the package in the room.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1604.mp3
vocabulary-2602,متشکرم,thank you,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2602.mp3
vocabulary-sample-3405,از کمکتان متشکرم.,Thank you for your help!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3405.mp3
vocabulary-sample-2105,از معلمم متشکرم.,I’m thankful to my teacher.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2105.mp3
vocabulary-2599,کیه,Who is it?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2599.mp3
vocabulary-sample-2101,کیه در می زنه؟,Who is knocking at the door?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2101.mp3
vocabulary-2603,خیلی ممنون,Thank you very much,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2603.mp3
vocabulary-sample-2106,خیلی ممنون برای هدیه.,Thank you for the present.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2106.mp3
vocabulary-2604,بفرمایید,here you are,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2604.mp3
vocabulary-sample-2107,یک کم میوه بفرمایید.,"Here you are, have some fruits.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2107.mp3
vocabulary-2605,خواهش کردن,to ask / you’re welcome,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2605.mp3
vocabulary-sample-2108,خواهش می کنم.,You’re welcome.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2108.mp3
transcript_553-2,آخ! می بخشید...,Ouch! Excuse me...,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/2.mp3
transcript_553-3,بله؟,Yes?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/3.mp3
transcript_553-4,پاتون رو گذاشتین روی پای من.,You stepped on my foot...,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/4.mp3
transcript_553-5,وای ببخشید!,"Oh, I'm sorry!",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/5.mp3
transcript_553-6,اشکالی نداره.,No problem.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/6.mp3
transcript_553-7,خیلی عذر می خوام.,I'm really sorry!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/7.mp3
transcript_553-2,آخ! می بَخشید...,Ouch! Excuse me...,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/2.mp3
transcript_553-3,بَلِه؟,Yes?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/3.mp3
transcript_553-4,پاتون رُو گُذاشتین رویِ پایِ مَن.,You stepped on my foot...,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/4.mp3
transcript_553-5,وای بِبَخشید!,"Oh, I'm sorry!",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/5.mp3
transcript_553-6,اشکالی نَدارِه.,No problem.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/6.mp3
transcript_553-7,خِیلی عُذر می خوام.,I'm really sorry!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/7.mp3
transcript_553-2,aakh! mibakhshid…,Ouch! Excuse me...,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/2.mp3
transcript_553-3,bale?,Yes?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/3.mp3
transcript_553-4,paatoon ro gozaashtin rooye paa-ye man,You stepped on my foot...,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/4.mp3
transcript_553-5,vaay bebakhshid!,"Oh, I'm sorry!",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/5.mp3
transcript_553-6,eshkaali nadaare.,No problem.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/6.mp3
transcript_553-7,kheyli ozr mikhaam.,I'm really sorry!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_553/7.mp3
116947,بله,yes,https://d1pra95f92lrn3.cloudfront.net/audio/116947.mp3
vocabulary-sample-1614,اگر مایل هستید کافی ست بگویید بله,"If you agree, it is enough to say yes.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1614.mp3
vocabulary-sample-1449,بله، حتما با من تماس بگیر.,"Yes, please do contact me.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1449.mp3
vocabulary-2614,خیلی,very much,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2614.mp3
vocabulary-sample-2117,رنگین کمان خیلی زیباست.,The rainbow is very beautiful.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2117.mp3
vocabulary-2608,گذاشتن,to put,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2608.mp3
vocabulary-sample-3192,چرا ماشین لباسشویی را آنجا نمی‌گذاری؟,Why don't you put the washing machine over there?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3192.mp3
vocabulary-sample-2799,میتونی‌ دوربین من را روی میز بگذاری؟,Can you put my camera on the desk?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2799.mp3
vocabulary-sample-2111,لطفاً کتاب را بگذار آنجا.,Please put the book over there.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2111.mp3
vocabulary-2607,بخشیدن,to forgive,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2607.mp3
vocabulary-sample-2110,مرا ببخشید. ا,Please forgive me.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2110.mp3
vocabulary-2609,پا,foot,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2609.mp3
vocabulary-sample-2112,پایت را روی سیم نگذار.,Don’t step on the wire. (Don’t put your foot on the wire.),https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2112.mp3
vocabulary-2606,آخ!,Ouch!,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2606.mp3
vocabulary-sample-2109,آخ٬ سرم!,"Ouch, my head!",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2109.mp3
vocabulary-2610,روی,on,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2610.mp3
vocabulary-sample-2113,برف روی زمین نشست.,Snow covered the ground.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2113.mp3
vocabulary-2611,وای,oh,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2611.mp3
vocabulary-sample-2114,وای، چه بارانی!,"Oh, what rain!",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2114.mp3
vocabulary-2612,اشکالی نداره,no problem,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2612.mp3
vocabulary-sample-2115,اشکالی نداره، می‌تونی برش داری.,"No problem, you can have it.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2115.mp3
vocabulary-2613,عذر خواستن,to apologize,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2613.mp3
vocabulary-sample-2116,او برای اشتباهش عذر خواست.,He apologized for his mistake.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2116.mp3
transcript_554-1,سلام. غذا چی میل دارید؟,Hello. What would you like to order?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/1.mp3
transcript_554-2,می تونم لیست غذا رو ببینم؟,Can I see the menu?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/2.mp3
transcript_554-3,بله، خدمت شما.,"Yes, here you are.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/3.mp3
transcript_554-4,لطفاً کمی آب برایم می آورید؟,Would you please bring me some water?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/4.mp3
transcript_554-5,بله، چند لحظه... بفرمایید.,"Yes, one moment please, here you are.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/5.mp3
transcript_554-6,ببخشید، می تونم غذا رو سفارش بدم؟,"Excuse me, can I order the food?",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/6.mp3
transcript_554-1,سَلام. غَذا چی مِیل دارید؟,Hello. What would you like to order?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/1.mp3
transcript_554-2,می تونَم لیستِ غَذا رُو بِبینَم؟,Can I see the menu?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/2.mp3
transcript_554-3,بَلِه، خِدمَتِ شُما.,"Yes, here you are.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/3.mp3
transcript_554-4,لُطفاً کَمی آب بَرایَم می آورید؟,Would you please bring me some water?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/4.mp3
transcript_554-5,بَلِه، چَند لحَظِه... بِفَرمایید.,"Yes, one moment please, here you are.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/5.mp3
transcript_554-6,بِبَخشید، می‌تونمَ غَذا رُو سِفارِش بِدَم؟,"Excuse me, can I order the food?",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/6.mp3
transcript_554-1,salaam. ghazaa chi meyl daarid?,Hello. What would you like to order?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/1.mp3
transcript_554-2,mitoonam list-e ghazaa ro bebinam?,Can I see the menu?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/2.mp3
transcript_554-3,"bale, khedmat-e shomaa.","Yes, here you are.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/3.mp3
transcript_554-4,lotfan kami aab baraayam miaavarid?,Would you please bring me some water?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/4.mp3
transcript_554-5,"bale, chand lahze… befarmaayid.","Yes, one moment please, here you are.",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/5.mp3
transcript_554-6,"bebakhshid, mitoonam ghazaa ro sefaaresh bedam?","Excuse me, can I order the food?",https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_554/6.mp3
vocabulary-2615,چی میل دارید؟,What would you like to eat?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2615.mp3
vocabulary-sample-2118,چی میل دارید؟,What would you like to eat?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2118.mp3
vocabulary-2620,سفارش دادن,to order,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2620.mp3
vocabulary-sample-3347,می تونیم آنلاین سفارش بدیم؟,Can we order online?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3347.mp3
vocabulary-sample-2977,من برای شما هم قهوه سفارش دادم.,I ordered a coffee for you too.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2977.mp3
vocabulary-sample-2672,لطفاً چیز‌هایی‌ که بهشون احتیاج نداری سفارش نده.,Please don't order stuff that you don't need.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2672.mp3
vocabulary-sample-2609,همه مثل هم در رستوران سفارش دادیم.,All of us ordered the same at the restaurant.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2609.mp3
vocabulary-sample-2123,غذا را سفارش دادی؟,Did you order the food?,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2123.mp3
vocabulary-2617,خدمت شما,at your service,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2617.mp3
vocabulary-sample-2120,در خدمت شما هستم.,I’m at your service.,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2120.mp3
vocabulary-2616,توانستن,to be able to,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2616.mp3
